Cueanexo,Departamento,id_departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET
20059900,Comuna 12,2112,1.0,,,1.0,,
20060000,Comuna 4,2104,1.0,,1.0,1.0,1.0,
20060100,Comuna 4,2104,1.0,,,1.0,,
20060200,Comuna 2,2102,1.0,,,,1.0,
20060300,Comuna 3,2103,1.0,,,,,
20060500,Comuna 3,2103,1.0,1.0,1.0,1.0,1.0,
20060600,Comuna 4,2104,1.0,,1.0,,,
20060700,Comuna 1,2101,1.0,,,1.0,,
20061100,Comuna 7,2107,1.0,,,,1.0,
20061200,Comuna 7,2107,1.0,,,,1.0,1.0
20061300,Comuna 7,2107,1.0,1.0,1.0,1.0,1.0,
20061400,Comuna 12,2112,1.0,1.0,1.0,1.0,,
20061500,Comuna 15,2115,1.0,,,1.0,,
20061600,Comuna 7,2107,1.0,1.0,1.0,1.0,,
20061700,Comuna 1,2101,1.0,,1.0,,,
20061703,Comuna 4,2104,1.0,,1.0,,,
20061704,Comuna 4,2104,1.0,,1.0,,,
20061800,Comuna 11,2111,1.0,,,1.0,,
20061900,Comuna 12,2112,1.0,,,1.0,,
20062000,Comuna 4,2104,1.0,,1.0,1.0,1.0,
20062100,Comuna 4,2104,1.0,1.0,1.0,,,
20062200,Comuna 13,2113,1.0,,,,1.0,1.0
20062300,Comuna 4,2104,1.0,,,,1.0,
20062400,Comuna 13,2113,1.0,1.0,1.0,1.0,1.0,
20062600,Comuna 4,2104,,,,,,
20062800,Comuna 1,2101,1.0,,,,1.0,
20062900,Comuna 1,2101,1.0,,,1.0,,
20063000,Comuna 1,2101,1.0,1.0,1.0,,,
20063100,Comuna 1,2101,1.0,,,1.0,,
20063200,Comuna 1,2101,1.0,,1.0,1.0,,
20063300,Comuna 1,2101,1.0,,1.0,1.0,1.0,
20063500,Comuna 3,2103,1.0,,,1.0,,
20063700,Comuna 8,2108,1.0,,,,1.0,
20063800,Comuna 8,2108,1.0,,,1.0,,
20063900,Comuna 8,2108,1.0,1.0,1.0,,,
20064100,Comuna 8,2108,1.0,,1.0,1.0,1.0,
20064200,Comuna 2,2102,1.0,1.0,1.0,1.0,,
20064300,Comuna 3,2103,1.0,,,,1.0,
20064400,Comuna 3,2103,1.0,,,1.0,,
20064500,Comuna 2,2102,1.0,,,1.0,,
20064600,Comuna 14,2114,1.0,,,1.0,,
20064700,Comuna 14,2114,1.0,1.0,1.0,,,
20064800,Comuna 2,2102,1.0,,,1.0,,
20064900,Comuna 8,2108,1.0,,,,1.0,
20065000,Comuna 1,2101,1.0,,,1.0,1.0,
20065100,Comuna 5,2105,,,,,,
20065200,Comuna 3,2103,1.0,,,,1.0,
20065300,Comuna 15,2115,1.0,1.0,1.0,1.0,1.0,
20065400,Comuna 4,2104,1.0,,,1.0,,
20065500,Comuna 5,2105,1.0,,1.0,1.0,1.0,
20065600,Comuna 5,2105,1.0,,,1.0,,
20065800,Comuna 5,2105,1.0,,1.0,1.0,1.0,
20065900,Comuna 3,2103,1.0,,,1.0,,
20066000,Comuna 5,2105,1.0,,,1.0,,
20066100,Comuna 5,2105,1.0,,,1.0,,
20066200,Comuna 10,2110,1.0,,,1.0,,
20066300,Comuna 9,2109,1.0,1.0,1.0,1.0,1.0,
20066400,Comuna 10,2110,1.0,,1.0,1.0,1.0,
20066600,Comuna 8,2108,1.0,,1.0,,,
20066700,Comuna 8,2108,1.0,,,1.0,,
20066800,Comuna 8,2108,1.0,1.0,1.0,1.0,1.0,
20066900,Comuna 8,2108,1.0,,,1.0,,
20067000,Comuna 2,2102,1.0,,1.0,1.0,,
20067200,Comuna 8,2108,1.0,,,,1.0,
20067201,Comuna 8,2108,1.0,1.0,1.0,1.0,,
20067300,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20067400,Comuna 12,2112,1.0,1.0,1.0,1.0,1.0,
20067500,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20067600,Comuna 4,2104,1.0,,1.0,1.0,1.0,
20067700,Comuna 10,2110,1.0,,1.0,1.0,1.0,
20067800,Comuna 10,2110,1.0,,,1.0,,
20068000,Comuna 10,2110,1.0,,,,1.0,
20068100,Comuna 10,2110,1.0,,,1.0,,
20068300,Comuna 10,2110,1.0,1.0,1.0,1.0,1.0,
20068400,Comuna 10,2110,1.0,1.0,1.0,1.0,1.0,
20068500,Comuna 5,2105,1.0,1.0,1.0,1.0,1.0,
20068600,Comuna 15,2115,1.0,1.0,1.0,1.0,1.0,
20068700,Comuna 15,2115,1.0,,,1.0,,
20068900,Comuna 15,2115,1.0,,,1.0,,
20069000,Comuna 3,2103,1.0,1.0,1.0,1.0,1.0,
20069100,Comuna 3,2103,1.0,,1.0,1.0,1.0,
20069200,Comuna 3,2103,1.0,,,,,
20069400,Comuna 10,2110,1.0,,,1.0,,
20069500,Comuna 10,2110,1.0,1.0,1.0,,,
20069502,Comuna 10,2110,1.0,,1.0,,,
20069504,Comuna 10,2110,1.0,,1.0,,,
20069600,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20069700,Comuna 10,2110,,,,,,
20069800,Comuna 8,2108,,,,,,
20069900,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20070000,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20070100,Comuna 8,2108,1.0,,,1.0,,
20070200,Comuna 4,2104,1.0,,1.0,,,
20070300,Comuna 8,2108,1.0,1.0,1.0,,,
20070400,Comuna 1,2101,1.0,,,,,
20070500,Comuna 8,2108,1.0,,,1.0,,
20070600,Comuna 12,2112,1.0,,1.0,,,
20070601,Comuna 12,2112,1.0,,1.0,,,
20070602,Comuna 12,2112,1.0,,1.0,,,
20070603,Comuna 12,2112,1.0,1.0,1.0,,,
20070700,Comuna 12,2112,1.0,,,1.0,,
20070800,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20070900,Comuna 14,2114,1.0,,1.0,,,
20071000,Comuna 14,2114,1.0,,,1.0,,
20071100,Comuna 8,2108,1.0,,,1.0,,
20071300,Comuna 2,2102,1.0,,1.0,,,
20071302,Comuna 2,2102,1.0,,1.0,,,
20071303,Comuna 2,2102,1.0,,1.0,,,
20071400,Comuna 14,2114,1.0,,,1.0,,
20071500,Comuna 2,2102,1.0,,,,,
20071600,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20071700,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20071800,Comuna 14,2114,1.0,,1.0,1.0,1.0,
20072000,Comuna 3,2103,1.0,,,,,
20072100,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20072200,Comuna 10,2110,,,,,,
20072300,Comuna 10,2110,1.0,1.0,1.0,1.0,1.0,
20072400,Comuna 12,2112,1.0,,,,1.0,1.0
20072600,Comuna 12,2112,1.0,,,1.0,,
20072700,Comuna 15,2115,1.0,,,1.0,,
20072800,Comuna 15,2115,1.0,,,,1.0,
20072801,Comuna 15,2115,1.0,,,1.0,,
20072802,Comuna 15,2115,1.0,1.0,1.0,,,
20072900,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20073000,Comuna 14,2114,1.0,,,1.0,,
20073100,Comuna 14,2114,1.0,,,1.0,,
20073200,Comuna 15,2115,,,,,,
20073300,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20073500,Comuna 15,2115,1.0,,,1.0,,
20073600,Comuna 8,2108,1.0,,,1.0,,
20073601,Comuna 9,2109,1.0,1.0,1.0,,,
20073700,Comuna 9,2109,1.0,,1.0,,,
20073701,Comuna 9,2109,1.0,,1.0,,,
20073702,Comuna 9,2109,1.0,,1.0,,,
20073703,Comuna 9,2109,1.0,,1.0,,,
20073800,Comuna 9,2109,1.0,1.0,1.0,1.0,1.0,
20073900,Comuna 14,2114,1.0,,,,1.0,
20073901,Comuna 14,2114,1.0,1.0,1.0,1.0,,
20074000,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20074100,Comuna 3,2103,1.0,1.0,1.0,1.0,,
20074300,Comuna 14,2114,1.0,,,1.0,,
20074400,Comuna 2,2102,1.0,,,,1.0,
20074500,Comuna 10,2110,1.0,,,1.0,,
20074600,Comuna 10,2110,1.0,,,,1.0,1.0
20074700,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20074800,Comuna 1,2101,1.0,1.0,1.0,1.0,1.0,
20074900,Comuna 1,2101,1.0,,1.0,1.0,1.0,
20075000,Comuna 10,2110,,,,,,
20075100,Comuna 10,2110,1.0,,,1.0,,
20075200,Comuna 1,2101,,,,,,
20075300,Comuna 6,2106,1.0,1.0,1.0,1.0,1.0,
20075500,Comuna 6,2106,1.0,,,,1.0,
20075600,Comuna 6,2106,1.0,,,,1.0,
20075700,Comuna 12,2112,1.0,1.0,1.0,,,
20075800,Comuna 15,2115,1.0,,,1.0,,
20076000,Comuna 9,2109,1.0,,,1.0,,
20076100,Comuna 10,2110,1.0,,,1.0,,
20076200,Comuna 9,2109,1.0,,,1.0,,
20076300,Comuna 9,2109,1.0,,,1.0,,
20076500,Comuna 6,2106,1.0,,,1.0,,
20076600,Comuna 5,2105,1.0,,1.0,1.0,,
20076700,Comuna 6,2106,1.0,,,,1.0,
20076701,Comuna 6,2106,1.0,1.0,1.0,1.0,,
20076800,Comuna 1,2101,1.0,,1.0,1.0,1.0,
20076900,Comuna 1,2101,1.0,,1.0,1.0,,
20077000,Comuna 4,2104,,,,,,
20077100,Comuna 1,2101,,,,,,
20077200,Comuna 4,2104,1.0,,,1.0,,
20077400,Comuna 10,2110,1.0,,,1.0,,
20077500,Comuna 10,2110,1.0,,,1.0,,
20077600,Comuna 10,2110,1.0,1.0,1.0,1.0,1.0,
20077800,Comuna 10,2110,1.0,,,1.0,,
20077900,Comuna 10,2110,1.0,,,,1.0,
20078000,Comuna 9,2109,1.0,,,1.0,,
20078100,Comuna 10,2110,1.0,,1.0,1.0,1.0,
20078300,Comuna 12,2112,1.0,,1.0,1.0,1.0,
20078400,Comuna 12,2112,1.0,,,1.0,,
20078500,Comuna 12,2112,1.0,1.0,1.0,1.0,1.0,
20078600,Comuna 7,2107,1.0,,,1.0,,
20078700,Comuna 14,2114,,,,,,
20078900,Comuna 1,2101,1.0,,1.0,1.0,,
20079000,Comuna 1,2101,1.0,,1.0,,,
20079100,Comuna 1,2101,1.0,,,1.0,,
20079300,Comuna 4,2104,,,,,,
20079400,Comuna 1,2101,1.0,,,1.0,,
20079500,Comuna 1,2101,1.0,,,,,
20079700,Comuna 10,2110,1.0,1.0,1.0,,,
20079900,Comuna 13,2113,1.0,,,1.0,,
20080000,Comuna 14,2114,1.0,1.0,1.0,,,
20080001,Comuna 13,2113,1.0,,1.0,,,
20080002,Comuna 14,2114,1.0,,1.0,,,
20080300,Comuna 14,2114,1.0,,1.0,,,
20080500,Comuna 13,2113,1.0,,,1.0,,
20080800,Comuna 14,2114,1.0,,,,1.0,1.0
20080900,Comuna 14,2114,1.0,,,1.0,,
20081000,Comuna 14,2114,1.0,1.0,1.0,,,
20081100,Comuna 14,2114,1.0,,,1.0,,
20081300,Comuna 14,2114,1.0,,,1.0,,
20081400,Comuna 14,2114,1.0,,,1.0,,
20081600,Comuna 3,2103,1.0,1.0,1.0,,,
20081800,Comuna 3,2103,1.0,,,1.0,,
20082000,Comuna 7,2107,1.0,,,1.0,,
20082200,Comuna 12,2112,1.0,1.0,1.0,1.0,1.0,
20082300,Comuna 12,2112,1.0,1.0,1.0,1.0,1.0,
20082400,Comuna 12,2112,1.0,,,1.0,,
20082500,Comuna 12,2112,1.0,,,,1.0,
20082600,Comuna 12,2112,1.0,,,1.0,,
20082800,Comuna 6,2106,1.0,1.0,1.0,1.0,1.0,
20082900,Comuna 7,2107,1.0,,,1.0,,
20083000,Comuna 7,2107,1.0,,,1.0,,
20083100,Comuna 7,2107,1.0,,,1.0,,
20083200,Comuna 7,2107,1.0,,1.0,1.0,,
20083300,Comuna 7,2107,1.0,,1.0,1.0,1.0,
20083400,Comuna 7,2107,1.0,1.0,1.0,1.0,1.0,
20083500,Comuna 14,2114,1.0,,,,1.0,
20083800,Comuna 4,2104,1.0,,,,1.0,1.0
20083900,Comuna 3,2103,1.0,,,,1.0,
20084000,Comuna 3,2103,1.0,,,,1.0,1.0
20084300,Comuna 4,2104,1.0,,,,1.0,1.0
20084500,Comuna 12,2112,1.0,1.0,1.0,1.0,1.0,
20084600,Comuna 7,2107,1.0,,,1.0,,
20084800,Comuna 7,2107,1.0,,1.0,,,
20084801,Comuna 11,2111,1.0,,1.0,,,
20084802,Comuna 11,2111,1.0,,1.0,,,
20084804,Comuna 7,2107,1.0,,1.0,,,
20084900,Comuna 11,2111,1.0,,,,1.0,
20085000,Comuna 11,2111,1.0,,,1.0,,
20085100,Comuna 11,2111,,,,,,
20085200,Comuna 5,2105,1.0,,,,,
20085400,Comuna 5,2105,1.0,,,,,
20085500,Comuna 5,2105,1.0,1.0,1.0,1.0,1.0,
20085600,Comuna 11,2111,1.0,1.0,1.0,1.0,,
20085800,Comuna 11,2111,,,,,,
20085900,Comuna 11,2111,1.0,,,,1.0,
20086000,Comuna 11,2111,1.0,1.0,1.0,1.0,1.0,
20086200,Comuna 11,2111,1.0,,,1.0,1.0,
20086400,Comuna 3,2103,1.0,,,1.0,,
20086500,Comuna 3,2103,1.0,,,,1.0,1.0
20086600,Comuna 3,2103,1.0,,1.0,1.0,1.0,
20086700,Comuna 1,2101,1.0,,,,1.0,
20086800,Comuna 2,2102,1.0,,,,1.0,
20086801,Comuna 2,2102,1.0,1.0,1.0,1.0,,
20086900,Comuna 1,2101,1.0,,,1.0,,
20087000,Comuna 1,2101,1.0,,,,,
20087100,Comuna 6,2106,1.0,,,,1.0,
20087200,Comuna 6,2106,1.0,1.0,1.0,,,
20087201,Comuna 6,2106,1.0,,1.0,,,
20087202,Comuna 5,2105,1.0,1.0,1.0,,,
20087300,Comuna 6,2106,1.0,,1.0,1.0,1.0,
20087400,Comuna 15,2115,1.0,,,1.0,,
20087500,Comuna 8,2108,1.0,,1.0,1.0,,
20087501,Comuna 8,2108,1.0,,,,1.0,
20087600,Comuna 6,2106,1.0,,,,1.0,1.0
20087700,Comuna 6,2106,1.0,,,1.0,,
20087800,Comuna 11,2111,1.0,,,1.0,,
20087900,Comuna 5,2105,1.0,,1.0,,,
20087902,Comuna 15,2115,1.0,,1.0,,,
20087903,Comuna 6,2106,1.0,1.0,1.0,,,
20088000,Comuna 6,2106,1.0,,,1.0,,
20088100,Comuna 15,2115,1.0,,,1.0,,
20088200,Comuna 6,2106,1.0,,,1.0,,
20088300,Comuna 6,2106,1.0,,,,1.0,
20088400,Comuna 7,2107,1.0,,,1.0,,
20088500,Comuna 6,2106,1.0,1.0,1.0,1.0,1.0,
20088600,Comuna 6,2106,1.0,,1.0,1.0,1.0,
20088700,Comuna 15,2115,1.0,,,1.0,,
20088800,Comuna 3,2103,1.0,,,1.0,,
20088900,Comuna 5,2105,1.0,1.0,1.0,,,
20089000,Comuna 3,2103,1.0,,,,,
20089100,Comuna 10,2110,1.0,1.0,1.0,1.0,,
20089200,Comuna 11,2111,1.0,,,1.0,,
20089300,Comuna 11,2111,1.0,,,1.0,,
20089400,Comuna 10,2110,1.0,,,1.0,,
20089500,Comuna 11,2111,1.0,,,1.0,,
20089501,Comuna 11,2111,1.0,1.0,1.0,,,
20089502,Comuna 11,2111,1.0,,,,1.0,
20089600,Comuna 12,2112,1.0,,,1.0,,
20089700,Comuna 12,2112,1.0,1.0,1.0,1.0,1.0,
20089800,Comuna 11,2111,1.0,,,1.0,,
20089900,Comuna 11,2111,1.0,1.0,1.0,1.0,,
20089901,Comuna 11,2111,1.0,,,,1.0,
20090100,Comuna 5,2105,1.0,1.0,1.0,,,
20090200,Comuna 5,2105,1.0,,,1.0,,
20090300,Comuna 11,2111,1.0,,,,1.0,1.0
20090400,Comuna 11,2111,1.0,1.0,1.0,1.0,1.0,
20090500,Comuna 11,2111,,,,,,
20090600,Comuna 7,2107,1.0,,,1.0,,
20090700,Comuna 7,2107,1.0,,,1.0,,
20090900,Comuna 7,2107,1.0,1.0,1.0,,,
20091000,Comuna 6,2106,1.0,,1.0,1.0,1.0,
20091100,Comuna 9,2109,1.0,,,,1.0,1.0
20091200,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20091400,Comuna 2,2102,1.0,1.0,1.0,1.0,,
20091600,Comuna 14,2114,1.0,1.0,1.0,1.0,,
20091800,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20092000,Comuna 2,2102,1.0,,,,1.0,
20092100,Comuna 2,2102,1.0,,1.0,1.0,,
20092200,Comuna 2,2102,1.0,,,1.0,,
20092201,Comuna 2,2102,1.0,1.0,1.0,,,
20092202,Comuna 2,2102,1.0,,,,1.0,
20092500,Comuna 6,2106,1.0,,1.0,1.0,,
20092501,Comuna 6,2106,1.0,,,,1.0,
20092600,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20092700,Comuna 9,2109,1.0,,,1.0,,
20092800,Comuna 9,2109,1.0,,,1.0,,
20092900,Comuna 9,2109,1.0,,,1.0,,
20093000,Comuna 9,2109,1.0,,,,1.0,
20093001,Comuna 9,2109,1.0,,,,1.0,
20093100,Comuna 9,2109,1.0,,1.0,,,
20093101,Comuna 9,2109,1.0,,1.0,,,
20093102,Comuna 9,2109,1.0,,1.0,,,
20093103,Comuna 10,2110,1.0,1.0,1.0,,,
20093105,Comuna 9,2109,1.0,,1.0,,,
20093200,Comuna 9,2109,1.0,,,1.0,,
20093300,Comuna 10,2110,1.0,,,1.0,,
20093400,Comuna 9,2109,1.0,,,1.0,,
20093500,Comuna 9,2109,1.0,,,1.0,,
20093600,Comuna 11,2111,1.0,,,1.0,,
20093700,Comuna 5,2105,,,,,,
20093800,Comuna 9,2109,1.0,,,1.0,,
20093900,Comuna 11,2111,1.0,,,,1.0,1.0
20094000,Comuna 5,2105,1.0,,1.0,1.0,,
20094100,Comuna 9,2109,1.0,,,1.0,,
20094200,Comuna 9,2109,1.0,,,,1.0,
20094300,Comuna 9,2109,1.0,1.0,1.0,,,
20094301,Comuna 8,2108,1.0,,,1.0,,
20094302,Comuna 9,2109,1.0,,,,1.0,
20094400,Comuna 9,2109,1.0,,,,1.0,
20094500,Comuna 9,2109,1.0,,1.0,1.0,1.0,
20094700,Comuna 9,2109,1.0,,,1.0,,
20094800,Comuna 9,2109,1.0,1.0,1.0,1.0,,
20094900,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20095000,Comuna 14,2114,1.0,,,,1.0,
20095100,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20095200,Comuna 14,2114,,,,,,
20095300,Comuna 13,2113,1.0,1.0,1.0,,,
20095400,Comuna 14,2114,1.0,,1.0,,,
20095401,Comuna 15,2115,1.0,,1.0,,,
20095402,Comuna 15,2115,1.0,,1.0,,,
20095500,Comuna 3,2103,1.0,,1.0,1.0,1.0,
20095600,Comuna 3,2103,1.0,1.0,1.0,1.0,1.0,
20095700,Comuna 2,2102,1.0,,,,1.0,
20095800,Comuna 3,2103,1.0,,,,1.0,
20095900,Comuna 7,2107,1.0,,1.0,1.0,1.0,
20096000,Comuna 10,2110,1.0,1.0,1.0,1.0,1.0,
20096100,Comuna 10,2110,1.0,,,1.0,,
20096200,Comuna 11,2111,1.0,1.0,1.0,1.0,1.0,
20096300,Comuna 1,2101,,,,,,
20096301,Comuna 9,2109,,,,,,
20096302,Comuna 7,2107,,,,,,
20096500,Comuna 1,2101,,,,,,
20096600,Comuna 11,2111,1.0,1.0,1.0,1.0,1.0,
20096700,Comuna 11,2111,1.0,,,,1.0,
20096701,Comuna 11,2111,1.0,1.0,1.0,1.0,,
20096800,Comuna 11,2111,1.0,1.0,1.0,1.0,1.0,
20096900,Comuna 15,2115,1.0,,,,,
20097000,Comuna 11,2111,1.0,,,1.0,,
20097100,Comuna 11,2111,1.0,,,1.0,,
20097200,Comuna 5,2105,1.0,,,1.0,,
20097300,Comuna 5,2105,1.0,,,,1.0,
20097400,Comuna 5,2105,1.0,1.0,1.0,1.0,1.0,
20097500,Comuna 5,2105,1.0,1.0,1.0,,,
20097501,Comuna 5,2105,1.0,,1.0,,,
20097503,Comuna 5,2105,1.0,,1.0,,,
20097600,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20097700,Comuna 13,2113,1.0,1.0,1.0,1.0,,
20097701,Comuna 14,2114,1.0,,,,1.0,
20097800,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20097900,Comuna 14,2114,1.0,,,1.0,,
20098200,Comuna 14,2114,1.0,,,1.0,,
20098300,Comuna 11,2111,1.0,1.0,1.0,1.0,1.0,
20098400,Comuna 12,2112,1.0,,,1.0,,
20098500,Comuna 12,2112,1.0,,,,1.0,
20098600,Comuna 12,2112,1.0,,,,1.0,
20098700,Comuna 12,2112,1.0,,,1.0,,
20098800,Comuna 12,2112,1.0,1.0,1.0,,,
20098900,Comuna 12,2112,1.0,,1.0,1.0,,
20099000,Comuna 12,2112,1.0,1.0,1.0,1.0,1.0,
20099100,Comuna 15,2115,1.0,,,1.0,,
20099200,Comuna 12,2112,1.0,1.0,1.0,,,
20099300,Comuna 12,2112,,,,,,
20099400,Comuna 12,2112,1.0,,,1.0,,
20099600,Comuna 12,2112,1.0,,,1.0,,
20099700,Comuna 5,2105,1.0,1.0,1.0,1.0,1.0,
20099800,Comuna 5,2105,1.0,1.0,1.0,1.0,1.0,
20099900,Comuna 13,2113,1.0,1.0,1.0,1.0,1.0,
20100000,Comuna 14,2114,1.0,,,1.0,,
20100100,Comuna 14,2114,1.0,1.0,1.0,,,
20100400,Comuna 11,2111,1.0,1.0,1.0,1.0,1.0,
20100500,Comuna 11,2111,1.0,,,1.0,,
20100600,Comuna 11,2111,,,,,,
20100700,Comuna 7,2107,1.0,,,1.0,,
20100800,Comuna 11,2111,1.0,,,1.0,,
20100900,Comuna 15,2115,1.0,,,1.0,,
20101000,Comuna 15,2115,1.0,,,,1.0,
20101100,Comuna 15,2115,1.0,,,,1.0,
20101200,Comuna 12,2112,,,,,,
20101300,Comuna 12,2112,1.0,,,1.0,,
20101400,Comuna 12,2112,1.0,,,1.0,,
20101600,Comuna 3,2103,,,,,,
20101700,Comuna 14,2114,1.0,,,,,
20101900,Comuna 13,2113,1.0,,,,,
20102100,Comuna 14,2114,1.0,,,,,
20102400,Comuna 12,2112,1.0,,1.0,,,
20102500,Comuna 12,2112,1.0,,,1.0,,
20102600,Comuna 6,2106,1.0,,,1.0,,
20102700,Comuna 6,2106,1.0,,,1.0,,
20102900,Comuna 7,2107,1.0,,1.0,,,
20103000,Comuna 11,2111,1.0,,,1.0,,
20103100,Comuna 7,2107,,,,,,
20103300,Comuna 11,2111,,,,,,
20103600,Comuna 14,2114,1.0,,,1.0,,
20103800,Comuna 15,2115,1.0,,,,1.0,1.0
20103900,Comuna 14,2114,,,,,,
20104000,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20104100,Comuna 14,2114,1.0,,,,1.0,
20104400,Comuna 15,2115,1.0,1.0,1.0,,,
20104600,Comuna 12,2112,1.0,,,1.0,,
20104700,Comuna 12,2112,1.0,,,1.0,,
20104900,Comuna 12,2112,1.0,,1.0,1.0,1.0,
20105000,Comuna 12,2112,1.0,,1.0,,,
20105001,Comuna 12,2112,1.0,,1.0,,,
20105002,Comuna 12,2112,1.0,,1.0,,,
20105003,Comuna 12,2112,1.0,,1.0,,,
20105100,Comuna 14,2114,1.0,,,,1.0,1.0
20105200,Comuna 14,2114,1.0,1.0,1.0,1.0,1.0,
20105300,Comuna 13,2113,1.0,,1.0,1.0,,
20105400,Comuna 2,2102,1.0,1.0,1.0,1.0,1.0,
20105500,Comuna 5,2105,,,,,,
20105700,Comuna 8,2108,1.0,1.0,1.0,,,
20105800,Comuna 8,2108,1.0,,1.0,,,
20105802,Comuna 8,2108,1.0,,1.0,,,
20105803,Comuna 8,2108,1.0,,1.0,,,
20105900,Comuna 8,2108,1.0,,,1.0,,
20106000,Comuna 4,2104,,,,,,
20106100,Comuna 7,2107,,,,,,
20106200,Comuna 8,2108,1.0,,,,1.0,
20106300,Comuna 9,2109,,,,,,
20106400,Comuna 9,2109,,,,,,
20106500,Comuna 10,2110,,,,,,
20106600,Comuna 9,2109,,,,,,
20106800,Comuna 13,2113,1.0,,1.0,1.0,,
20107000,Comuna 13,2113,1.0,,,1.0,,
20107100,Comuna 11,2111,,,,,,
20107200,Comuna 11,2111,,,,,,
20107300,Comuna 11,2111,,,,,,
20107400,Comuna 10,2110,1.0,,,,,
20107500,Comuna 11,2111,,,,,,
20107600,Comuna 10,2110,,,,,,
20107700,Comuna 7,2107,,,,,,
20107800,Comuna 7,2107,,,,,,
20107900,Comuna 7,2107,1.0,,,,1.0,1.0
20108000,Comuna 13,2113,1.0,,,1.0,,
20108100,Comuna 13,2113,1.0,,,1.0,,
20108200,Comuna 14,2114,1.0,,,1.0,,
20108300,Comuna 14,2114,,,,,,
20108500,Comuna 8,2108,1.0,,,,1.0,1.0
20108600,Comuna 8,2108,1.0,,,1.0,,
20108700,Comuna 8,2108,1.0,,,1.0,,
20108800,Comuna 8,2108,1.0,,1.0,1.0,1.0,
20109000,Comuna 8,2108,1.0,1.0,1.0,,,
20109100,Comuna 8,2108,1.0,1.0,1.0,1.0,1.0,
20109200,Comuna 8,2108,1.0,,,1.0,,
20109300,Comuna 8,2108,1.0,,,1.0,,
20109400,Comuna 8,2108,1.0,,,1.0,,
20109500,Comuna 8,2108,1.0,,,1.0,,
20109600,Comuna 1,2101,1.0,,,,,
20109700,Comuna 13,2113,,,,,,
20109900,Comuna 1,2101,,,,,,
20110000,Comuna 1,2101,,,,,,
20110200,Comuna 6,2106,1.0,,,1.0,,
20110300,Comuna 6,2106,1.0,,,1.0,,
20110400,Comuna 3,2103,1.0,,,,,
20110500,Comuna 7,2107,,,,,,
20110700,Comuna 10,2110,,,,,,
20110701,Comuna 7,2107,,,,,,
20110900,Comuna 7,2107,,,,,,
20111000,Comuna 8,2108,,,,,,
20111100,Comuna 8,2108,1.0,,1.0,1.0,1.0,
20111300,Comuna 5,2105,,,,,,
20111400,Comuna 15,2115,,,,,,
20111500,Comuna 15,2115,,,,,,
20111600,Comuna 6,2106,1.0,,,,,
20111700,Comuna 6,2106,,,,,,
20111800,Comuna 6,2106,,,,,,
20111900,Comuna 6,2106,,,,,,
20112100,Comuna 1,2101,1.0,,,,,
20112200,Comuna 1,2101,1.0,,,1.0,,
20112300,Comuna 8,2108,,,,,,
20112400,Comuna 8,2108,1.0,,,1.0,,
20112500,Comuna 8,2108,1.0,,,1.0,,
20112600,Comuna 8,2108,1.0,,1.0,,,
20112800,Comuna 8,2108,1.0,,,,1.0,
20112900,Comuna 8,2108,,,,,,
20113000,Comuna 9,2109,,,,,,
20113200,Comuna 1,2101,1.0,1.0,1.0,,,
20113300,Comuna 1,2101,1.0,,,1.0,,
20113400,Comuna 1,2101,1.0,1.0,1.0,1.0,1.0,
20113600,Comuna 1,2101,1.0,,,,1.0,
20113700,Comuna 8,2108,1.0,,,,1.0,
20113800,Comuna 9,2109,1.0,,,,,
20113900,Comuna 5,2105,1.0,,,,,
20114000,Comuna 15,2115,1.0,1.0,1.0,1.0,1.0,
20114100,Comuna 8,2108,,,,,,
20114200,Comuna 8,2108,,,,,,
20114300,Comuna 8,2108,,,,,,
20114400,Comuna 8,2108,,,,,,
20114600,Comuna 1,2101,1.0,,,1.0,1.0,
20114800,Comuna 3,2103,1.0,,,1.0,,
20114900,Comuna 3,2103,1.0,1.0,1.0,1.0,1.0,
20115100,Comuna 1,2101,1.0,,,,,
20115200,Comuna 1,2101,1.0,,,1.0,,
