Cueanexo,Departamento,id_departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET
180098100,MONTE CASEROS,18112,1.0,,1.0,1.0,1.0,
180098101,MONTE CASEROS,18112,,,,,,
180098200,MONTE CASEROS,18112,1.0,,,1.0,,
180098300,MONTE CASEROS,18112,1.0,,,1.0,,
180098400,PASO DE LOS LIBRES,18119,1.0,,,,1.0,1.0
180098500,MONTE CASEROS,18112,1.0,,,,1.0,
180098600,PASO DE LOS LIBRES,18119,1.0,,,1.0,,
180098700,GOYA,18070,1.0,,1.0,1.0,,
180098800,MONTE CASEROS,18112,1.0,,1.0,1.0,,
180098900,MONTE CASEROS,18112,1.0,,1.0,1.0,,
180099000,CONCEPCION,18028,1.0,,,,1.0,
180099001,CONCEPCION,18028,,,,,,
180099100,CONCEPCION,18028,1.0,,,1.0,,
180099200,CONCEPCION,18028,1.0,,,1.0,,
180099300,MBURUCUYA,18098,1.0,,,1.0,,
180099400,MBURUCUYA,18098,,,,,,
180099500,MBURUCUYA,18098,1.0,,,,1.0,
180099503,MBURUCUYA,18098,1.0,,,,1.0,
180099504,MBURUCUYA,18098,,,,,,
180099700,MERCEDES,18105,1.0,,,,1.0,1.0
180099800,MERCEDES,18105,,,,,,
180099801,MERCEDES,18105,,,,,,
180099900,MERCEDES,18105,1.0,,,1.0,,
180100000,MERCEDES,18105,1.0,,,,1.0,
180100100,MERCEDES,18105,1.0,,,1.0,,
180100200,MERCEDES,18105,1.0,,,1.0,,
180100300,MERCEDES,18105,,,,,,
180100400,MERCEDES,18105,1.0,,1.0,1.0,1.0,
180100500,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,,
180100700,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,,
180100800,PASO DE LOS LIBRES,18119,1.0,,,1.0,,
180100900,GOYA,18070,1.0,,1.0,1.0,,
180101000,GOYA,18070,1.0,,,1.0,,
180101100,GOYA,18070,1.0,,,,1.0,
180101101,GOYA,18070,1.0,,,,1.0,
180101102,GOYA,18070,1.0,,,,1.0,
180101103,GOYA,18070,1.0,,,,1.0,
180101104,GOYA,18070,1.0,,,,1.0,
180101105,GOYA,18070,1.0,,,,1.0,
180101107,GOYA,18070,,,,,,
180101200,GOYA,18070,1.0,,,1.0,,
180101300,PASO DE LOS LIBRES,18119,1.0,,,1.0,,
180101400,GOYA,18070,1.0,,1.0,1.0,,
180101500,GOYA,18070,1.0,,,1.0,,
180101600,GOYA,18070,1.0,,,,1.0,
180101603,GOYA,18070,,,,,,
180101604,GOYA,18070,1.0,,,,1.0,
180101700,GOYA,18070,1.0,,1.0,1.0,,
180101800,GOYA,18070,1.0,,1.0,1.0,,
180101900,GOYA,18070,1.0,,,1.0,,
180102000,MONTE CASEROS,18112,1.0,,1.0,1.0,,
180102100,PASO DE LOS LIBRES,18119,1.0,,,,1.0,
180102200,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,1.0,
180102300,GOYA,18070,1.0,,1.0,1.0,,
180102400,MONTE CASEROS,18112,1.0,,1.0,1.0,,
180102500,CONCEPCION,18028,1.0,,1.0,1.0,,
180102600,MBURUCUYA,18098,1.0,,,1.0,,
180102700,MBURUCUYA,18098,1.0,,1.0,1.0,,
180102800,MBURUCUYA,18098,1.0,,1.0,1.0,,
180102900,MBURUCUYA,18098,1.0,,,1.0,,
180103100,CONCEPCION,18028,1.0,,1.0,1.0,,
180103300,CONCEPCION,18028,1.0,,1.0,1.0,,
180103400,MERCEDES,18105,1.0,,1.0,1.0,,
180103500,MERCEDES,18105,1.0,,1.0,1.0,,
180103600,MERCEDES,18105,1.0,,1.0,1.0,,
180103700,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,,
180103800,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,,
180103900,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,,
180104000,GOYA,18070,1.0,,,1.0,,
180104100,GOYA,18070,1.0,,,1.0,,
180104200,GOYA,18070,1.0,,1.0,1.0,,
180104300,GOYA,18070,1.0,,1.0,1.0,,
180104400,GOYA,18070,1.0,,1.0,1.0,,
180104500,GOYA,18070,1.0,,1.0,1.0,,
180104600,GOYA,18070,1.0,,1.0,1.0,,
180104700,GOYA,18070,1.0,,,1.0,,
180104800,GOYA,18070,1.0,,1.0,1.0,,
180104900,GOYA,18070,1.0,,,1.0,,
180105000,GOYA,18070,1.0,,,1.0,,
180105100,GOYA,18070,1.0,,,1.0,,
180105200,SAUCE,18175,1.0,,1.0,1.0,,
180105300,SAUCE,18175,1.0,,,1.0,,
180105500,SAUCE,18175,1.0,,,1.0,,
180105700,SAUCE,18175,1.0,,,1.0,,
180105800,SAUCE,18175,1.0,,,1.0,,
180105900,SAUCE,18175,1.0,,1.0,1.0,,
180106000,SAUCE,18175,1.0,,1.0,1.0,,
180106100,SAUCE,18175,1.0,,,1.0,,
180106200,ITATI,18077,1.0,,1.0,1.0,,
180106400,ITATI,18077,1.0,,,1.0,,
180106500,ITATI,18077,1.0,,1.0,1.0,,
180106700,ITATI,18077,1.0,,1.0,1.0,,
180106800,ITATI,18077,1.0,,1.0,1.0,,
180106900,ITATI,18077,1.0,,1.0,1.0,,
180107000,ITATI,18077,1.0,,1.0,1.0,,
180107100,ITATI,18077,1.0,,,1.0,,
180107200,SAUCE,18175,1.0,,,1.0,,
180107300,SAUCE,18175,1.0,,,1.0,,
180107400,SAUCE,18175,,,,,,
180107500,SAUCE,18175,1.0,,,1.0,,
180107600,SAUCE,18175,1.0,,,1.0,,
180107700,SAUCE,18175,,,,,,
180107800,SAUCE,18175,1.0,,,1.0,,
180107900,GOYA,18070,1.0,,1.0,1.0,1.0,
180108000,GOYA,18070,1.0,,,1.0,,
180108100,GOYA,18070,1.0,,,1.0,,
180108300,GOYA,18070,1.0,1.0,1.0,1.0,1.0,
180108400,GOYA,18070,1.0,,,1.0,,
180108500,GOYA,18070,1.0,,1.0,,,
180108600,BELLA VISTA,18007,1.0,,,1.0,,
180108700,BELLA VISTA,18007,1.0,,,,1.0,
180108800,BELLA VISTA,18007,1.0,,,1.0,,
180108900,BELLA VISTA,18007,1.0,,1.0,1.0,,
180109000,BELLA VISTA,18007,1.0,,1.0,1.0,,
180109100,BELLA VISTA,18007,1.0,,1.0,1.0,,
180109200,SAN MARTIN,18147,1.0,,,1.0,,
180109300,SAN MARTIN,18147,1.0,,,1.0,,
180109400,SAN MARTIN,18147,1.0,,,1.0,,
180109500,SANTO TOME,18168,1.0,,1.0,1.0,,
180109600,SANTO TOME,18168,1.0,,,1.0,,
180109700,SANTO TOME,18168,1.0,,1.0,1.0,,
180109800,SANTO TOME,18168,1.0,,1.0,1.0,,
180109900,SAN MARTIN,18147,1.0,,1.0,1.0,,
180110100,SANTO TOME,18168,1.0,,,1.0,,
180110200,SANTO TOME,18168,1.0,,,1.0,,
180110500,GENERAL ALVEAR,18056,1.0,,1.0,1.0,,
180110600,GENERAL ALVEAR,18056,1.0,,,1.0,,
180110700,GENERAL ALVEAR,18056,1.0,,1.0,1.0,,
180110800,GENERAL ALVEAR,18056,1.0,,,,1.0,1.0
180111000,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180111200,CAPITAL,18021,1.0,,,,1.0,
180111300,CAPITAL,18021,1.0,,,1.0,,
180111400,CAPITAL,18021,1.0,,,,1.0,
180111500,SAN COSME,18133,1.0,,1.0,1.0,,
180111600,SAN COSME,18133,1.0,,,1.0,,
180111700,SAN COSME,18133,1.0,,1.0,1.0,,
180111800,SAN COSME,18133,1.0,,1.0,1.0,,
180111900,SAN MIGUEL,18154,1.0,,,1.0,,
180112000,SAN MIGUEL,18154,1.0,,,,1.0,
180112100,SAN MIGUEL,18154,1.0,,,1.0,,
180112200,SAN MIGUEL,18154,1.0,,,1.0,,
180112300,SAN MIGUEL,18154,1.0,,,1.0,,
180112400,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180112500,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180112600,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180112700,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180112800,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180112900,SAN LUIS DEL PALMAR,18140,1.0,,,1.0,,
180113000,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180113100,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180113300,SAN LUIS DEL PALMAR,18140,1.0,,,1.0,,
180113400,CAPITAL,18021,1.0,,1.0,,,
180113401,CAPITAL,18021,1.0,,1.0,,,
180113402,CAPITAL,18021,1.0,,1.0,,,
180113404,CAPITAL,18021,1.0,,1.0,,,
180113500,CAPITAL,18021,,,,,,
180113600,CAPITAL,18021,1.0,1.0,1.0,,,
180113700,CAPITAL,18021,1.0,,,1.0,,
180113900,CAPITAL,18021,1.0,,,,1.0,
180113901,CAPITAL,18021,1.0,,,,1.0,
180114000,CAPITAL,18021,1.0,,,,,
180114100,CAPITAL,18021,1.0,,1.0,,,
180114200,CAPITAL,18021,,,,,,
180114300,CAPITAL,18021,,,,,,
180114400,CAPITAL,18021,1.0,,,,,
180114500,CAPITAL,18021,1.0,,,,,
180114501,SAN COSME,18133,1.0,,,,,
180114600,ESQUINA,18049,1.0,,1.0,1.0,,
180114700,ESQUINA,18049,1.0,,,1.0,,
180114800,SAUCE,18175,1.0,,1.0,1.0,,
180114900,ITATI,18077,1.0,,,1.0,,
180115000,SAUCE,18175,1.0,,,1.0,,
180115100,SAUCE,18175,1.0,,,1.0,,
180115200,SAUCE,18175,1.0,,,,1.0,
180115201,SAUCE,18175,1.0,,,,1.0,
180115202,SAUCE,18175,1.0,,,,1.0,
180115203,SAUCE,18175,,,,,,
180115300,GOYA,18070,1.0,,1.0,1.0,1.0,
180115400,GOYA,18070,1.0,,1.0,1.0,1.0,
180115500,GOYA,18070,1.0,,,1.0,,
180115600,BELLA VISTA,18007,1.0,,1.0,1.0,1.0,
180115700,BELLA VISTA,18007,1.0,,,,1.0,1.0
180115900,SAN MARTIN,18147,1.0,,1.0,1.0,,
180116000,SANTO TOME,18168,1.0,,,1.0,,
180116100,CAPITAL,18021,,,,,,
180116200,CAPITAL,18021,,,,,,
180116300,CAPITAL,18021,1.0,,,,1.0,
180116400,CAPITAL,18021,1.0,,,,1.0,
180116500,SAN COSME,18133,1.0,,,1.0,,
180116600,SAN COSME,18133,1.0,,,1.0,,
180116700,SAN COSME,18133,1.0,,1.0,1.0,,
180116800,SAN COSME,18133,1.0,,,1.0,,
180116900,SAN COSME,18133,1.0,,,1.0,,
180117000,SAN COSME,18133,1.0,,,1.0,,
180117100,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,1.0,
180117102,SAN LUIS DEL PALMAR,18140,1.0,,,,1.0,
180117105,SAN LUIS DEL PALMAR,18140,1.0,,,,1.0,
180117106,SAN LUIS DEL PALMAR,18140,1.0,,,,1.0,
180117107,SAN LUIS DEL PALMAR,18140,1.0,,,,1.0,
180117200,CAPITAL,18021,1.0,,1.0,,,
180117300,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180117400,CAPITAL,18021,1.0,,,1.0,,
180117500,CAPITAL,18021,1.0,,,1.0,,
180117600,CAPITAL,18021,1.0,,,,,
180117601,SAN COSME,18133,1.0,,,,,
180117700,CAPITAL,18021,1.0,1.0,1.0,1.0,1.0,
180117800,CAPITAL,18021,1.0,,1.0,1.0,,
180117900,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180118000,ITATI,18077,1.0,,1.0,1.0,,
180118100,SAUCE,18175,1.0,,,,1.0,
180118200,SAUCE,18175,1.0,,,1.0,,
180118300,GOYA,18070,,,,,,
180118400,GOYA,18070,1.0,,,1.0,,
180118500,SAN MARTIN,18147,1.0,,,1.0,,
180118600,SANTO TOME,18168,1.0,,,1.0,,
180118700,SANTO TOME,18168,1.0,,1.0,1.0,,
180118800,GENERAL ALVEAR,18056,1.0,,1.0,1.0,,
180118900,GENERAL ALVEAR,18056,1.0,,,1.0,,
180119000,SAN COSME,18133,1.0,,,1.0,,
180119100,SAN COSME,18133,1.0,,,1.0,,
180119200,SAN COSME,18133,1.0,,,,1.0,
180119300,SAN COSME,18133,1.0,,,1.0,,
180119400,SAN MIGUEL,18154,1.0,,,1.0,,
180119500,SAN LUIS DEL PALMAR,18140,1.0,,,1.0,,
180119600,SAN LUIS DEL PALMAR,18140,1.0,,,1.0,,
180119700,SAN LUIS DEL PALMAR,18140,1.0,,1.0,1.0,,
180119800,CAPITAL,18021,1.0,,,1.0,,
180119900,SALADAS,18126,1.0,,1.0,1.0,,
180120000,EMPEDRADO,18042,1.0,,,1.0,,
180120100,CAPITAL,18021,1.0,,,1.0,,
180120300,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180120400,PASO DE LOS LIBRES,18119,1.0,1.0,1.0,1.0,,
180120500,CAPITAL,18021,1.0,,1.0,1.0,,
180120800,LAVALLE,18091,1.0,,1.0,1.0,1.0,
180121200,CAPITAL,18021,1.0,,,1.0,1.0,
180121400,MERCEDES,18105,1.0,,1.0,1.0,1.0,
180121600,SANTO TOME,18168,1.0,,,,,
180121800,SANTO TOME,18168,1.0,,,,,
180121900,CAPITAL,18021,1.0,,,1.0,,
180122000,CAPITAL,18021,,,,,,
180122200,GOYA,18070,1.0,,,,1.0,1.0
180122400,MERCEDES,18105,1.0,1.0,1.0,,,
180122500,GOYA,18070,1.0,1.0,1.0,,,
180122700,CAPITAL,18021,1.0,1.0,1.0,,,
180123300,CAPITAL,18021,1.0,,,,1.0,
180123400,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180123900,CAPITAL,18021,1.0,1.0,,,,
180124300,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180125300,CAPITAL,18021,1.0,1.0,1.0,,,
180125800,CAPITAL,18021,1.0,,,,1.0,
180126100,CURUZU CUATIA,18035,1.0,,,,1.0,
180127800,SAN MIGUEL,18154,1.0,,,,1.0,
180128000,SANTO TOME,18168,1.0,,,,,
180128500,SANTO TOME,18168,1.0,,1.0,1.0,1.0,
180129000,GENERAL PAZ,18063,1.0,,,,1.0,
180130900,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,,
180131000,ITUZAINGO,18084,,,,,,
180131100,LAVALLE,18091,,,,,,
180131400,CONCEPCION,18028,,,,,,
180131500,SALADAS,18126,1.0,,1.0,,,
180131503,SALADAS,18126,1.0,,1.0,,,
180131504,SALADAS,18126,1.0,,1.0,,,
180131506,SALADAS,18126,1.0,,1.0,,,
180131507,SALADAS,18126,1.0,,1.0,,,
180131600,GENERAL PAZ,18063,1.0,,1.0,,,
180131601,GENERAL PAZ,18063,1.0,,1.0,,,
180131604,GENERAL PAZ,18063,1.0,,1.0,,,
180131605,GENERAL PAZ,18063,1.0,,1.0,,,
180131611,GENERAL PAZ,18063,1.0,,1.0,,,
180131612,GENERAL PAZ,18063,1.0,,1.0,,,
180131613,GENERAL PAZ,18063,1.0,,1.0,,,
180131800,ITUZAINGO,18084,1.0,,1.0,1.0,,
180132000,LAVALLE,18091,1.0,,1.0,1.0,,
180132500,GOYA,18070,,,,,,
180132600,CAPITAL,18021,1.0,,,1.0,,
180132700,CAPITAL,18021,,,,,,
180132800,CONCEPCION,18028,1.0,,,1.0,,
180132900,GOYA,18070,1.0,,1.0,1.0,,
180133100,CAPITAL,18021,1.0,1.0,1.0,,,
180133200,CAPITAL,18021,1.0,1.0,1.0,,,
180133300,CAPITAL,18021,1.0,1.0,1.0,,,
180133400,CAPITAL,18021,1.0,1.0,1.0,,,
180133500,CAPITAL,18021,1.0,1.0,1.0,,,
180133600,CURUZU CUATIA,18035,1.0,1.0,1.0,,,
180133900,LAVALLE,18091,1.0,1.0,1.0,,,
180134000,CONCEPCION,18028,1.0,1.0,1.0,,,
180134100,GOYA,18070,1.0,1.0,1.0,,,
180134300,MERCEDES,18105,1.0,1.0,1.0,,,
180134500,PASO DE LOS LIBRES,18119,1.0,,1.0,,,
180134900,ESQUINA,18049,1.0,,,,1.0,1.0
180135000,GOYA,18070,1.0,,,,1.0,1.0
180135200,CAPITAL,18021,1.0,,,,1.0,
180135800,SANTO TOME,18168,1.0,,,1.0,,
180135900,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180136000,CAPITAL,18021,,,,,,
180136100,SANTO TOME,18168,1.0,,1.0,1.0,,
180136200,CAPITAL,18021,1.0,,,1.0,,
180136400,ITUZAINGO,18084,1.0,,,1.0,,
180136500,CAPITAL,18021,1.0,,1.0,,,
180136600,GOYA,18070,1.0,,1.0,,,
180136700,CAPITAL,18021,1.0,1.0,1.0,,,
180136900,SALADAS,18126,1.0,,1.0,,,
180137000,SAUCE,18175,1.0,,,,1.0,1.0
180137100,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180137200,LAVALLE,18091,,,,,,
180137300,ESQUINA,18049,,,,,,
180137400,SALADAS,18126,,,,,,
180137500,CAPITAL,18021,,,,,,
180137900,CAPITAL,18021,,,,,,
180138000,CAPITAL,18021,1.0,,1.0,,,
180138100,CAPITAL,18021,,,,,,
180138200,CAPITAL,18021,,,,,,
180138300,LAVALLE,18091,,,,,,
180138400,CURUZU CUATIA,18035,,,,,,
180138500,GOYA,18070,,,,,,
180138600,PASO DE LOS LIBRES,18119,1.0,,,,,
180139000,ITATI,18077,,,,,,
180139400,SANTO TOME,18168,,,,,,
180139700,CAPITAL,18021,,,,,,
180140200,CAPITAL,18021,,,,,,
180140201,CAPITAL,18021,,,,,,
180140400,CAPITAL,18021,1.0,,,,1.0,1.0
180140500,CAPITAL,18021,,,,,,
180140700,CONCEPCION,18028,1.0,,,,1.0,1.0
180140800,SAN LUIS DEL PALMAR,18140,1.0,,,,1.0,1.0
180140803,SAN LUIS DEL PALMAR,18140,1.0,,,,1.0,
180140900,MERCEDES,18105,,,,,,
180141000,MERCEDES,18105,,,,,,
180141100,CAPITAL,18021,1.0,,,,,
180141104,SAN COSME,18133,1.0,,,,,
180141105,BERON DE ASTRADA,18014,1.0,,,,,
180141106,SAN MIGUEL,18154,1.0,,,,,
180141200,CAPITAL,18021,1.0,,,,,
180141204,SAN COSME,18133,1.0,,,,,
180141205,CAPITAL,18021,1.0,,,,,
180141300,ESQUINA,18049,1.0,,,,,
180141302,ESQUINA,18049,1.0,,,,,
180141400,MERCEDES,18105,1.0,,,,,
180141401,CURUZU CUATIA,18035,1.0,,,,,
180141402,MONTE CASEROS,18112,1.0,,,,,
180141403,MERCEDES,18105,1.0,,,,,
180141404,SAN MARTIN,18147,1.0,,,,,
180141500,PASO DE LOS LIBRES,18119,1.0,,,,,
180141501,SAN MARTIN,18147,1.0,,,,,
180141600,SAN MARTIN,18147,1.0,,,,,
180141900,BELLA VISTA,18007,1.0,,,,,
180141903,SAN ROQUE,18161,1.0,,,,,
180142000,MONTE CASEROS,18112,1.0,,,,,
180142001,MONTE CASEROS,18112,1.0,,,,,
180142003,MONTE CASEROS,18112,1.0,,,,,
180142100,GOYA,18070,,,,,,
180142300,CAPITAL,18021,1.0,,,,1.0,1.0
180142500,CAPITAL,18021,,,,,,
180142501,CAPITAL,18021,,,,,,
180142502,CAPITAL,18021,,,,,,
180142503,SAN COSME,18133,,,,,,
180142504,CAPITAL,18021,,,,,,
180142505,CAPITAL,18021,,,,,,
180142506,CAPITAL,18021,,,,,,
180142509,CAPITAL,18021,,,,,,
180142510,SAN COSME,18133,,,,,,
180142511,CAPITAL,18021,,,,,,
180142600,GOYA,18070,1.0,,,,,
180142602,GOYA,18070,1.0,,,,,
180142700,CAPITAL,18021,1.0,,,,,
180142800,CAPITAL,18021,1.0,,,,1.0,
180142900,ITUZAINGO,18084,1.0,,,,1.0,1.0
180143000,CAPITAL,18021,1.0,,,,,
180143001,CAPITAL,18021,1.0,1.0,1.0,,,
180143200,CAPITAL,18021,1.0,,,,1.0,
180143300,CAPITAL,18021,1.0,,1.0,,,
180143400,SAN COSME,18133,1.0,,1.0,,,
180143401,SAN COSME,18133,1.0,,1.0,,,
180143403,SAN COSME,18133,1.0,,1.0,,,
180143404,SAN COSME,18133,1.0,,1.0,,,
180143405,SAN COSME,18133,1.0,,1.0,,,
180143406,SAN COSME,18133,1.0,,1.0,,,
180143600,CAPITAL,18021,,,,,,
180143800,CAPITAL,18021,,,,,,
180144100,CAPITAL,18021,,,,,,
180144200,CAPITAL,18021,1.0,,,1.0,,
180144400,PASO DE LOS LIBRES,18119,1.0,,1.0,,,
180144500,CAPITAL,18021,1.0,1.0,1.0,,,
180144600,CAPITAL,18021,1.0,1.0,1.0,,,
180144800,BELLA VISTA,18007,1.0,,,,1.0,1.0
180144900,PASO DE LOS LIBRES,18119,1.0,,1.0,,,
180145000,SAN ROQUE,18161,1.0,,,,1.0,
180145100,EMPEDRADO,18042,1.0,,,,,
180145101,SALADAS,18126,1.0,,,,,
180145200,MONTE CASEROS,18112,1.0,,,,1.0,1.0
180145400,CAPITAL,18021,1.0,1.0,1.0,,,
180145500,BELLA VISTA,18007,1.0,,1.0,1.0,,
180145600,CAPITAL,18021,,,,,,
180145800,PASO DE LOS LIBRES,18119,1.0,,,,1.0,
180146100,CAPITAL,18021,1.0,,,,,
180146200,SAN COSME,18133,1.0,,,,1.0,1.0
180146400,CAPITAL,18021,1.0,,,1.0,,
180146500,CAPITAL,18021,1.0,1.0,1.0,,,
180146600,SAN ROQUE,18161,1.0,,,,,
180146603,SAN ROQUE,18161,1.0,,,,,
180146604,SAN ROQUE,18161,1.0,,,,,
180146605,SAN ROQUE,18161,1.0,,,,,
180146606,LAVALLE,18091,1.0,,,,,
180146700,SALADAS,18126,1.0,,,,,
180146701,CONCEPCION,18028,1.0,,,,,
180146702,CONCEPCION,18028,1.0,,,,,
180146703,SALADAS,18126,1.0,,,,,
180146800,CAPITAL,18021,,,,,,
180146900,SAN MIGUEL,18154,,,,,,
180147000,LAVALLE,18091,,,,,,
180147100,SAN ROQUE,18161,1.0,,,,1.0,1.0
180147200,CAPITAL,18021,1.0,,,,1.0,
180147300,CAPITAL,18021,1.0,,,,1.0,
180147400,CURUZU CUATIA,18035,1.0,,,,1.0,
180147401,CURUZU CUATIA,18035,1.0,,,,1.0,
180147402,CURUZU CUATIA,18035,1.0,,,,1.0,
180147403,CURUZU CUATIA,18035,1.0,,,,1.0,
180147500,SANTO TOME,18168,1.0,,,1.0,,
180147700,CAPITAL,18021,1.0,,,,,
180148000,CAPITAL,18021,1.0,,,,1.0,
180148002,CAPITAL,18021,,,,,,
180148100,CAPITAL,18021,1.0,,,,1.0,
180148200,CAPITAL,18021,,,,,,
180148500,SAN MIGUEL,18154,1.0,,1.0,1.0,,
180148600,LAVALLE,18091,1.0,,,,1.0,
180148700,GOYA,18070,,,,,,
180148800,MERCEDES,18105,,,,,,
180148900,CAPITAL,18021,,,,,,
180149000,PASO DE LOS LIBRES,18119,,,,,,
180149500,LAVALLE,18091,1.0,,,,1.0,
180149600,SANTO TOME,18168,,,,,,
180149700,CAPITAL,18021,1.0,,,,1.0,
180149800,CAPITAL,18021,1.0,,,,1.0,
180149900,BELLA VISTA,18007,1.0,,,,1.0,
180149902,BELLA VISTA,18007,1.0,,,,1.0,
180150000,MONTE CASEROS,18112,1.0,,,,1.0,
180150100,SANTO TOME,18168,1.0,,,,1.0,
180150200,ITUZAINGO,18084,1.0,,,,1.0,1.0
180150300,GOYA,18070,1.0,,,,1.0,1.0
180150500,GENERAL PAZ,18063,,,,,,
180150600,LAVALLE,18091,1.0,,,1.0,,
180150700,LAVALLE,18091,1.0,,,1.0,,
180150800,CAPITAL,18021,,,,,,
180150900,MONTE CASEROS,18112,,,,,,
180151000,BELLA VISTA,18007,,,,,,
180151100,SANTO TOME,18168,,,,,,
180151200,SAN MIGUEL,18154,,,,,,
180151300,ITUZAINGO,18084,,,,,,
180151400,ESQUINA,18049,1.0,,,,1.0,1.0
180151500,CAPITAL,18021,,,,,,
180151600,BELLA VISTA,18007,1.0,,,,,
180151700,CAPITAL,18021,1.0,,1.0,1.0,,
180151900,SANTO TOME,18168,1.0,1.0,1.0,,,
180152100,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180152300,CAPITAL,18021,,,,,,
180152400,CAPITAL,18021,,,,,,
180152500,CAPITAL,18021,,,,,,
180152600,CAPITAL,18021,1.0,,,1.0,,
180152700,CAPITAL,18021,1.0,,,,1.0,
180152800,CAPITAL,18021,1.0,,,,1.0,
180152900,CONCEPCION,18028,1.0,,1.0,1.0,,
180153000,CURUZU CUATIA,18035,1.0,,1.0,1.0,,
180153100,EMPEDRADO,18042,1.0,,,1.0,,
180153200,GOYA,18070,1.0,,1.0,1.0,,
180153300,GOYA,18070,,,,,,
180153400,ITUZAINGO,18084,1.0,,,,1.0,
180153700,MONTE CASEROS,18112,1.0,,,,1.0,
180153800,PASO DE LOS LIBRES,18119,1.0,,1.0,1.0,,
180153900,PASO DE LOS LIBRES,18119,1.0,,,,1.0,
180153903,PASO DE LOS LIBRES,18119,,,,,,
180154000,SALADAS,18126,,,,,,
180154200,SAN MARTIN,18147,,,,,,
180154300,SAN MARTIN,18147,1.0,,,1.0,,
180154500,SANTO TOME,18168,1.0,,,,1.0,1.0
180154800,PASO DE LOS LIBRES,18119,,,,,,
180154900,CAPITAL,18021,1.0,,1.0,1.0,1.0,
180155000,CAPITAL,18021,1.0,,,,1.0,
180155100,CAPITAL,18021,1.0,,,,1.0,1.0
180155200,MONTE CASEROS,18112,1.0,,,,1.0,
180155400,CONCEPCION,18028,,,,,,
180155500,CAPITAL,18021,1.0,,,,,
180155800,CAPITAL,18021,1.0,,,,1.0,
180155900,CAPITAL,18021,1.0,,,,1.0,
180156100,MERCEDES,18105,1.0,,1.0,1.0,,
180156200,SAUCE,18175,1.0,,,1.0,,
180156300,CONCEPCION,18028,1.0,,,1.0,,
180156500,ESQUINA,18049,1.0,,,1.0,,
180156600,CONCEPCION,18028,1.0,,,,1.0,
180156601,CONCEPCION,18028,,,,,,
180156700,LAVALLE,18091,1.0,,,,1.0,1.0
180156800,SALADAS,18126,1.0,,,,1.0,1.0
180156900,CAPITAL,18021,1.0,,1.0,1.0,,
180157000,SAN MARTIN,18147,1.0,,,,1.0,1.0
180157100,CURUZU CUATIA,18035,1.0,,,,1.0,1.0
180157200,ESQUINA,18049,1.0,,,,1.0,1.0
180157300,MONTE CASEROS,18112,1.0,,,,1.0,1.0
180157400,CAPITAL,18021,1.0,1.0,1.0,,,
180157500,CAPITAL,18021,1.0,,1.0,,,
180157501,CAPITAL,18021,1.0,,1.0,,,
180157502,CAPITAL,18021,1.0,,1.0,,,
180157600,CAPITAL,18021,1.0,,1.0,,,
180157601,CAPITAL,18021,1.0,,1.0,,,
180157700,CAPITAL,18021,1.0,,1.0,,,
180157800,CAPITAL,18021,1.0,,1.0,,,
180157801,CAPITAL,18021,1.0,,1.0,,,
180157802,CAPITAL,18021,1.0,,1.0,,,
180157803,CAPITAL,18021,1.0,,1.0,,,
180157900,CAPITAL,18021,1.0,,1.0,,,
180157901,CAPITAL,18021,1.0,,1.0,,,
180157902,CAPITAL,18021,1.0,,1.0,,,
180157903,CAPITAL,18021,1.0,,1.0,,,
180158000,CAPITAL,18021,1.0,,1.0,,,
180158001,CAPITAL,18021,1.0,,1.0,,,
180158002,CAPITAL,18021,1.0,,1.0,,,
180158003,CAPITAL,18021,1.0,,1.0,,,
180158100,CAPITAL,18021,1.0,,1.0,,,
180158101,CAPITAL,18021,1.0,,1.0,,,
180158200,CAPITAL,18021,1.0,,1.0,,,
180158300,CAPITAL,18021,1.0,,1.0,,,
180158400,CAPITAL,18021,1.0,,1.0,,,
180158500,CAPITAL,18021,1.0,,1.0,,,
